罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係,name,latitude,longitude,police_office_name,police_office_latitude,police_office_longitude
窃盗,自転車盗,杉並,成宗交番,131156,東京都,杉並区,阿佐谷南３丁目,2022/5/30,12,道路上,その他,10歳代,中学生,施錠した,杉並区阿佐谷南３丁目,35.702164,139.6333967, 杉並警察署 成宗交番,35.7025967,139.6289299
窃盗,自転車盗,杉並,成宗交番,131156,東京都,杉並区,阿佐谷南３丁目,2022/6/13,18,道路上,その他,30歳代,その他,施錠せず,杉並区阿佐谷南３丁目,35.702164,139.6333967, 杉並警察署 成宗交番,35.7025967,139.6289299
窃盗,自転車盗,杉並,成宗交番,131156,東京都,杉並区,阿佐谷南３丁目,2022/7/30,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した,杉並区阿佐谷南３丁目,35.702164,139.6333967, 杉並警察署 成宗交番,35.7025967,139.6289299
窃盗,自転車盗,杉並,成宗交番,131156,東京都,杉並区,阿佐谷南３丁目,2022/9/7,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した,杉並区阿佐谷南３丁目,35.702164,139.6333967, 杉並警察署 成宗交番,35.7025967,139.6289299
窃盗,自転車盗,杉並,成宗交番,131156,東京都,杉並区,阿佐谷南３丁目,2022/9/26,12,道路上,その他,10歳代,大学生,施錠した,杉並区阿佐谷南３丁目,35.702164,139.6333967, 杉並警察署 成宗交番,35.7025967,139.6289299
窃盗,自転車盗,杉並,成宗交番,131156,東京都,杉並区,阿佐谷南３丁目,2022/12/4,21,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず,杉並区阿佐谷南３丁目,35.702164,139.6333967, 杉並警察署 成宗交番,35.7025967,139.6289299
窃盗,自転車盗,杉並,成宗交番,131156,東京都,杉並区,荻窪３丁目,2022/4/19,10,その他,駐車（輪）場,30歳代,その他,施錠せず,杉並区荻窪３丁目,35.6996275,139.6263492, 杉並警察署 成宗交番,35.7025967,139.6289299
窃盗,自転車盗,杉並,成宗交番,131156,東京都,杉並区,荻窪３丁目,2022/7/1,21,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠せず,杉並区荻窪３丁目,35.6996275,139.6263492, 杉並警察署 成宗交番,35.7025967,139.6289299
窃盗,自転車盗,杉並,成宗交番,131156,東京都,杉並区,成田東５丁目,2021/11/6,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した,杉並区成田東５丁目,35.6992332,139.6321911, 杉並警察署 成宗交番,35.7025967,139.6289299
窃盗,自転車盗,杉並,成宗交番,131156,東京都,杉並区,成田東５丁目,2022/4/30,12,４階建て以上共同住宅,その他,40歳代,その他,施錠せず,杉並区成田東５丁目,35.6992332,139.6321911, 杉並警察署 成宗交番,35.7025967,139.6289299
窃盗,自転車盗,杉並,成宗交番,131156,東京都,杉並区,成田東５丁目,2022/8/14,16,道路上,その他,30歳代,その他,施錠した,杉並区成田東５丁目,35.6992332,139.6321911, 杉並警察署 成宗交番,35.7025967,139.6289299
窃盗,自転車盗,杉並,成田交番,131156,東京都,杉並区,梅里２丁目,2022/10/1,15,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず,杉並区梅里２丁目,35.6964418,139.6439992, 杉並警察署 成田交番,35.6925406,139.6383694
窃盗,自転車盗,杉並,成田交番,131156,東京都,杉並区,梅里２丁目,2022/10/21,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,杉並区梅里２丁目,35.6964418,139.6439992, 杉並警察署 成田交番,35.6925406,139.6383694
窃盗,自転車盗,杉並,成田交番,131156,東京都,杉並区,成田東１丁目,2021/12/8,7,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず,杉並区成田東１丁目,35.6903119,139.638745, 杉並警察署 成田交番,35.6925406,139.6383694
窃盗,自転車盗,杉並,成田交番,131156,東京都,杉並区,成田東１丁目,2022/4/21,13,その他,駐車（輪）場,法人・団体、被害者なし,法人・団体、被害者なし,施錠した,杉並区成田東１丁目,35.6903119,139.638745, 杉並警察署 成田交番,35.6925406,139.6383694
窃盗,自転車盗,杉並,成田交番,131156,東京都,杉並区,成田東１丁目,2022/6/19,19,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した,杉並区成田東１丁目,35.6903119,139.638745, 杉並警察署 成田交番,35.6925406,139.6383694
窃盗,自転車盗,杉並,成田交番,131156,東京都,杉並区,成田東２丁目,2022/3/27,22,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠せず,杉並区成田東２丁目,35.6890049,139.6347673, 杉並警察署 成田交番,35.6925406,139.6383694
窃盗,自転車盗,杉並,成田交番,131156,東京都,杉並区,成田東２丁目,2022/5/26,13,その他,その他,50歳代,その他,施錠した,杉並区成田東２丁目,35.6890049,139.6347673, 杉並警察署 成田交番,35.6925406,139.6383694
窃盗,自転車盗,杉並,成田交番,131156,東京都,杉並区,成田東２丁目,2022/8/17,13,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した,杉並区成田東２丁目,35.6890049,139.6347673, 杉並警察署 成田交番,35.6925406,139.6383694
窃盗,自転車盗,杉並,成田交番,131156,東京都,杉並区,成田東２丁目,2022/8/28,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,杉並区成田東２丁目,35.6890049,139.6347673, 杉並警察署 成田交番,35.6925406,139.6383694
窃盗,自転車盗,杉並,成田交番,131156,東京都,杉並区,成田東２丁目,2022/12/18,8,道路上,その他,50歳代,その他,施錠せず,杉並区成田東２丁目,35.6890049,139.6347673, 杉並警察署 成田交番,35.6925406,139.6383694
窃盗,自転車盗,杉並,成田交番,131156,東京都,杉並区,成田東３丁目,2022/1/22,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,65-69歳,その他,施錠せず,杉並区成田東３丁目,35.6938507,139.6373704, 杉並警察署 成田交番,35.6925406,139.6383694
窃盗,自転車盗,杉並,成田交番,131156,東京都,杉並区,成田東３丁目,2022/2/11,不明,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,大学生,施錠した,杉並区成田東３丁目,35.6938507,139.6373704, 杉並警察署 成田交番,35.6925406,139.6383694
窃盗,自転車盗,杉並,成田交番,131156,東京都,杉並区,成田東３丁目,2022/5/5,15,その他,その他,40歳代,その他,施錠した,杉並区成田東３丁目,35.6938507,139.6373704, 杉並警察署 成田交番,35.6925406,139.6383694
窃盗,自転車盗,杉並,成田交番,131156,東京都,杉並区,成田東３丁目,2022/10/15,18,一戸建住宅,駐車（輪）場,10歳代,その他,施錠せず,杉並区成田東３丁目,35.6938507,139.6373704, 杉並警察署 成田交番,35.6925406,139.6383694
窃盗,自転車盗,杉並,成田交番,131156,東京都,杉並区,松ノ木１丁目,2022/3/14,18,一戸建住宅,駐車（輪）場,10歳代,小学生,施錠した,杉並区松ノ木１丁目,35.6874309,139.6432096, 杉並警察署 成田交番,35.6925406,139.6383694
窃盗,自転車盗,杉並,成田交番,131156,東京都,杉並区,松ノ木１丁目,2022/7/5,15,一戸建住宅,その他,10歳代,中学生,施錠した,杉並区松ノ木１丁目,35.6874309,139.6432096, 杉並警察署 成田交番,35.6925406,139.6383694
窃盗,自転車盗,杉並,成田交番,131156,東京都,杉並区,松ノ木２丁目,2022/5/11,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した,杉並区松ノ木２丁目,35.6908729,139.644312, 杉並警察署 成田交番,35.6925406,139.6383694
窃盗,自転車盗,杉並,成田交番,131156,東京都,杉並区,松ノ木２丁目,2022/7/26,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した,杉並区松ノ木２丁目,35.6908729,139.644312, 杉並警察署 成田交番,35.6925406,139.6383694
窃盗,自転車盗,杉並,成田西駐在所,131156,東京都,杉並区,成田西１丁目,2022/7/23,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,70歳以上,その他,施錠した,杉並区成田西１丁目,35.687384,139.6321696, 杉並警察署 成田西駐在所,35.690927,139.631055
窃盗,自転車盗,杉並,成田西駐在所,131156,東京都,杉並区,成田西１丁目,2022/9/29,19,道路上,その他,40歳代,その他,施錠した,杉並区成田西１丁目,35.687384,139.6321696, 杉並警察署 成田西駐在所,35.690927,139.631055
窃盗,自転車盗,杉並,成田西駐在所,131156,東京都,杉並区,成田西２丁目,2022/5/23,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず,杉並区成田西２丁目,35.6885005,139.6276769, 杉並警察署 成田西駐在所,35.690927,139.631055
窃盗,自転車盗,杉並,成田西駐在所,131156,東京都,杉並区,成田西３丁目,2022/4/20,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,杉並区成田西３丁目,35.6916288,139.6297502, 杉並警察署 成田西駐在所,35.690927,139.631055
窃盗,自転車盗,杉並,新高円寺駅前交番,131156,東京都,杉並区,梅里１丁目,2022/8/9,13,道路上,その他,60-64歳,その他,施錠せず,杉並区梅里１丁目,35.6962033,139.6518463, 杉並警察署 新高円寺駅前交番,35.698002,139.6490257
窃盗,自転車盗,杉並,新高円寺駅前交番,131156,東京都,杉並区,梅里１丁目,2022/10/28,9,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず,杉並区梅里１丁目,35.6962033,139.6518463, 杉並警察署 新高円寺駅前交番,35.698002,139.6490257
窃盗,自転車盗,杉並,新高円寺駅前交番,131156,東京都,杉並区,梅里２丁目,2022/4/9,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した,杉並区梅里２丁目,35.6964418,139.6439992, 杉並警察署 新高円寺駅前交番,35.698002,139.6490257
窃盗,自転車盗,杉並,新高円寺駅前交番,131156,東京都,杉並区,高円寺南２丁目,2022/1/17,20,道路上,その他,60-64歳,その他,施錠せず,杉並区高円寺南２丁目,35.700074,139.6516129, 杉並警察署 新高円寺駅前交番,35.698002,139.6490257
窃盗,自転車盗,杉並,新高円寺駅前交番,131156,東京都,杉並区,高円寺南２丁目,2022/7/14,10,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した,杉並区高円寺南２丁目,35.700074,139.6516129, 杉並警察署 新高円寺駅前交番,35.698002,139.6490257
窃盗,自転車盗,杉並,新高円寺駅前交番,131156,東京都,杉並区,高円寺南３丁目,2021/12/9,20,道路上,その他,60-64歳,その他,施錠せず,杉並区高円寺南３丁目,35.7014789,139.6462284, 杉並警察署 新高円寺駅前交番,35.698002,139.6490257
窃盗,自転車盗,杉並,新高円寺駅前交番,131156,東京都,杉並区,高円寺南３丁目,2022/3/30,23,一戸建住宅,その他,40歳代,その他,施錠せず,杉並区高円寺南３丁目,35.7014789,139.6462284, 杉並警察署 新高円寺駅前交番,35.698002,139.6490257
窃盗,自転車盗,杉並,新高円寺駅前交番,131156,東京都,杉並区,高円寺南３丁目,2022/4/6,0,その他,駐車（輪）場,10歳代,大学生,施錠せず,杉並区高円寺南３丁目,35.7014789,139.6462284, 杉並警察署 新高円寺駅前交番,35.698002,139.6490257
窃盗,自転車盗,杉並,新高円寺駅前交番,131156,東京都,杉並区,高円寺南３丁目,2022/5/23,18,一戸建住宅,その他,40歳代,その他,施錠した,杉並区高円寺南３丁目,35.7014789,139.6462284, 杉並警察署 新高円寺駅前交番,35.698002,139.6490257
窃盗,自転車盗,杉並,新高円寺駅前交番,131156,東京都,杉並区,高円寺南３丁目,2022/6/5,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した,杉並区高円寺南３丁目,35.7014789,139.6462284, 杉並警察署 新高円寺駅前交番,35.698002,139.6490257
窃盗,自転車盗,杉並,新高円寺駅前交番,131156,東京都,杉並区,高円寺南３丁目,2022/8/13,10,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず,杉並区高円寺南３丁目,35.7014789,139.6462284, 杉並警察署 新高円寺駅前交番,35.698002,139.6490257
窃盗,自転車盗,杉並,新高円寺駅前交番,131156,東京都,杉並区,高円寺南４丁目,2022/12/19,19,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠せず,杉並区高円寺南４丁目,35.70417,139.6527502, 杉並警察署 新高円寺駅前交番,35.698002,139.6490257
窃盗,自転車盗,杉並,新高円寺駅前交番,131156,東京都,杉並区,松ノ木３丁目,2022/5/27,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した,杉並区松ノ木３丁目,35.6945227,139.6444219, 杉並警察署 新高円寺駅前交番,35.698002,139.6490257
窃盗,自転車盗,杉並,新高円寺駅前交番,131156,東京都,杉並区,松ノ木３丁目,2022/9/26,16,その他,駐車（輪）場,60-64歳,その他,施錠した,杉並区松ノ木３丁目,35.6945227,139.6444219, 杉並警察署 新高円寺駅前交番,35.698002,139.6490257
窃盗,自転車盗,杉並,東田町交番,131156,東京都,杉並区,阿佐谷南１丁目,2021/11/27,10,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した,杉並区阿佐谷南１丁目,35.7012176,139.6404912, 杉並警察署 東田町交番,35.6981572,139.6387906
窃盗,自転車盗,杉並,東田町交番,131156,東京都,杉並区,阿佐谷南１丁目,2021/12/3,15,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず,杉並区阿佐谷南１丁目,35.7012176,139.6404912, 杉並警察署 東田町交番,35.6981572,139.6387906
窃盗,自転車盗,杉並,東田町交番,131156,東京都,杉並区,阿佐谷南１丁目,2021/12/13,8,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず,杉並区阿佐谷南１丁目,35.7012176,139.6404912, 杉並警察署 東田町交番,35.6981572,139.6387906
窃盗,自転車盗,杉並,東田町交番,131156,東京都,杉並区,阿佐谷南１丁目,2022/2/1,14,その他,駐車（輪）場,50歳代,その他,施錠せず,杉並区阿佐谷南１丁目,35.7012176,139.6404912, 杉並警察署 東田町交番,35.6981572,139.6387906
窃盗,自転車盗,杉並,東田町交番,131156,東京都,杉並区,阿佐谷南１丁目,2022/3/6,22,その他,その他,40歳代,その他,施錠せず,杉並区阿佐谷南１丁目,35.7012176,139.6404912, 杉並警察署 東田町交番,35.6981572,139.6387906
窃盗,自転車盗,杉並,東田町交番,131156,東京都,杉並区,阿佐谷南１丁目,2022/5/22,20,一戸建住宅,その他,10歳代,高校生,施錠せず,杉並区阿佐谷南１丁目,35.7012176,139.6404912, 杉並警察署 東田町交番,35.6981572,139.6387906
窃盗,自転車盗,杉並,東田町交番,131156,東京都,杉並区,阿佐谷南１丁目,2022/6/12,19,道路上,その他,40歳代,その他,施錠せず,杉並区阿佐谷南１丁目,35.7012176,139.6404912, 杉並警察署 東田町交番,35.6981572,139.6387906
窃盗,自転車盗,杉並,東田町交番,131156,東京都,杉並区,阿佐谷南１丁目,2022/6/13,8,その他,その他,20歳代,その他,施錠せず,杉並区阿佐谷南１丁目,35.7012176,139.6404912, 杉並警察署 東田町交番,35.6981572,139.6387906
窃盗,自転車盗,杉並,東田町交番,131156,東京都,杉並区,阿佐谷南１丁目,2022/6/26,18,一戸建住宅,その他,70歳以上,その他,施錠せず,杉並区阿佐谷南１丁目,35.7012176,139.6404912, 杉並警察署 東田町交番,35.6981572,139.6387906
窃盗,自転車盗,杉並,東田町交番,131156,東京都,杉並区,阿佐谷南１丁目,2022/7/1,13,その他,駐車（輪）場,65-69歳,その他,施錠した,杉並区阿佐谷南１丁目,35.7012176,139.6404912, 杉並警察署 東田町交番,35.6981572,139.6387906
窃盗,自転車盗,杉並,東田町交番,131156,東京都,杉並区,阿佐谷南１丁目,2022/7/12,13,道路上,その他,70歳以上,その他,施錠せず,杉並区阿佐谷南１丁目,35.7012176,139.6404912, 杉並警察署 東田町交番,35.6981572,139.6387906
