罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,渋谷,恵比寿駅前交番,131130,東京都,渋谷区,恵比寿西１丁目,2018-08-21,17,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,渋谷,恵比寿駅前交番,131130,東京都,渋谷区,恵比寿西２丁目,2018-02-05,14,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,渋谷,恵比寿駅前交番,131130,東京都,渋谷区,恵比寿西２丁目,2018-05-24,12,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,渋谷,東交番,131130,東京都,渋谷区,東３丁目,2015-08-10,12,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,渋谷,鉢山交番,131130,東京都,渋谷区,鉢山町,2018-01-14,23,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,原宿,代々木駅前交番,131130,東京都,渋谷区,千駄ヶ谷４丁目,2018-03-01,15,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,原宿,代々木駅前交番,131130,東京都,渋谷区,代々木１丁目,2018-12-14,18,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,原宿,代々木二丁目交番,131130,東京都,渋谷区,代々木２丁目,2018-10-09,11,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,代々木,初台駅前交番,131130,東京都,渋谷区,代々木４丁目,2018-01-18,09,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,代々木,初台駅前交番,131130,東京都,渋谷区,代々木５丁目,2018-11-29,19,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,代々木,幡ケ谷駅前交番,131130,東京都,渋谷区,幡ヶ谷１丁目,2018-07-12,22,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,代々木,幡ケ谷駅前交番,131130,東京都,渋谷区,幡ヶ谷３丁目,2018-10-20,17,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,代々木,笹塚交番,131130,東京都,渋谷区,笹塚１丁目,2018-04-20,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,牛込,河田町交番,131041,東京都,新宿区,余丁町,2018-03-17,14,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,新宿,熊野神社前交番,131041,東京都,新宿区,西新宿４丁目,2017-09-01,16,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,新宿,熊野神社前交番,131041,東京都,新宿区,西新宿４丁目,2018-09-14,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,新宿,熊野神社前交番,131041,東京都,新宿区,西新宿４丁目,2018-09-16,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,新宿,成子坂交番,131041,東京都,新宿区,西新宿６丁目,2018-01-07,10,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,新宿,淀橋市場前交番,131041,東京都,新宿区,北新宿４丁目,2018-09-02,00,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,新宿,大久保交番,131041,東京都,新宿区,大久保２丁目,2018-05-19,23,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,新宿,新宿六丁目交番,131041,東京都,新宿区,新宿６丁目,2018-05-30,16,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町１丁目,2014-09-15,00,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2018-11-11,23,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,戸塚一丁目交番,131041,東京都,新宿区,西早稲田１丁目,2018-12-05,17,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,戸塚一丁目交番,131041,東京都,新宿区,西早稲田３丁目,2018-08-12,05,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,下落合駅前交番,131041,東京都,新宿区,下落合１丁目,2018-05-13,20,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,四谷,信濃町交番,131041,東京都,新宿区,霞ヶ丘町,2018-10-30,09,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,四谷,大京町交番,131041,東京都,新宿区,大京町,2018-12-25,08,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,中野,中野坂上交番,131148,東京都,中野区,中央２丁目,2018-07-05,20,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,中野,早稲田通交番,131148,東京都,中野区,東中野３丁目,2018-01-04,14,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,中野,本郷通交番,131148,東京都,中野区,弥生町３丁目,2018-10-01,17,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,中野,鍋屋横丁交番,131148,東京都,中野区,中央４丁目,2018-01-03,21,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,中野,鍋屋横丁交番,131148,東京都,中野区,本町４丁目,2017-10-30,09,道路上,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,中野,南台交番,131148,東京都,中野区,南台１丁目,2018-08-31,18,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,中野,中央五丁目交番,131148,東京都,中野区,本町４丁目,2012-04-01,17,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,野方,薬師駅前交番,131148,東京都,中野区,上高田５丁目,2017-03-01,13,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,野方,上高田交番,131148,東京都,中野区,上高田２丁目,2016-03-01,00,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,野方,上高田交番,131148,東京都,中野区,上高田４丁目,2017-03-31,不明,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,野方,江古田四丁目交番,131148,東京都,中野区,江古田４丁目,2018-12-17,01,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,野方,沼袋交番,131148,東京都,中野区,沼袋１丁目,2018-09-26,16,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,野方,野方駅前交番,131148,東京都,中野区,野方６丁目,2018-09-17,22,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,野方,家政通交番,131148,東京都,中野区,若宮３丁目,2018-07-19,07,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,野方,鷺宮駅前交番,131148,東京都,中野区,鷺宮３丁目,2018-02-05,18,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,野方,鷺宮駅前交番,131148,東京都,中野区,白鷺３丁目,2017-12-15,18,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,野方,鷺宮六丁目交番,131148,東京都,中野区,上鷺宮５丁目,2017-12-15,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,杉並,阿佐谷駅前交番,131156,東京都,杉並区,阿佐谷北１丁目,2017-07-30,10,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,高井戸,泉南交番,131156,東京都,杉並区,和泉２丁目,2018-03-01,19,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,高井戸,泉南交番,131156,東京都,杉並区,和泉２丁目,2018-07-21,15,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,高井戸,永福町駅前交番,131156,東京都,杉並区,和泉３丁目,2018-01-26,22,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,高井戸,宗源寺前交番,131156,東京都,杉並区,下高井戸５丁目,2018-05-11,23,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,高井戸,上高井戸交番,131156,東京都,杉並区,上高井戸２丁目,2017-11-21,不明,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,高井戸,浜田山交番,131156,東京都,杉並区,高井戸東３丁目,2018-04-07,17,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,荻窪,荻窪五丁目交番,131156,東京都,杉並区,南荻窪１丁目,2018-10-20,15,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,荻窪,荻窪駅北口交番,131156,東京都,杉並区,上荻１丁目,2018-10-09,20,その他,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,荻窪,荻窪駅北口交番,131156,東京都,杉並区,上荻２丁目,2018-03-08,15,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,荻窪,下井草駅前交番,131156,東京都,杉並区,井草１丁目,2018-12-28,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,荻窪,下井草駅前交番,131156,東京都,杉並区,下井草２丁目,2018-07-27,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,荻窪,下井草駅前交番,131156,東京都,杉並区,下井草４丁目,2018-07-12,14,道路上,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,荻窪,下井草駅前交番,131156,東京都,杉並区,下井草４丁目,2018-12-22,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,荻窪,上井草駅前交番,131156,東京都,杉並区,井草５丁目,2018-07-08,21,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,荻窪,井荻駅前交番,131156,東京都,杉並区,上井草１丁目,2016-08-27,00,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,荻窪,今川交番,131156,東京都,杉並区,桃井１丁目,2017-04-01,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,本富士,天神町交番,131059,東京都,文京区,湯島３丁目,2018-06-17,20,道路上,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,本富士,天神町交番,131059,東京都,文京区,湯島４丁目,2018-09-29,19,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,北大塚１丁目,2018-11-14,18,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,北大塚２丁目,2018-05-14,16,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚１丁目,2017-10-01,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,巣鴨,巣鴨新田交番,131164,東京都,豊島区,上池袋１丁目,2018-04-12,13,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,池袋,池袋二又交番,131164,東京都,豊島区,西池袋５丁目,2018-05-16,16,道路上,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,池袋,池袋駅東口交番,131164,東京都,豊島区,東池袋１丁目,2018-05-31,01,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,池袋,川越通交番,131164,東京都,豊島区,池袋３丁目,2018-09-16,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,池袋,川越通交番,131164,東京都,豊島区,池袋本町２丁目,2018-12-09,01,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,目白,目白駅前交番,131164,東京都,豊島区,目白４丁目,2015-06-01,20,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,目白,南長崎交番,131164,東京都,豊島区,南長崎３丁目,2018-05-11,12,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,滝野川,滝野川一丁目交番,131172,東京都,北区,滝野川３丁目,2017-12-30,11,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,滝野川,東田端交番,131172,東京都,北区,田端新町２丁目,2018-03-09,15,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,王子,王子駅前交番,131172,東京都,北区,王子１丁目,2018-01-26,13,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,王子,王子五丁目交番,131172,東京都,北区,豊島４丁目,2018-10-13,08,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽１丁目,2018-10-06,12,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
