罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品,name,latitude,longitude,police_office_name,police_office_latitude,police_office_longitude
窃盗,部品ねらい,赤羽,浮間交番,131172,東京都,北区,浮間１丁目,2022/3/1,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,北区浮間１丁目,35.7910055,139.7061186, 赤羽警察署 浮間交番,35.7898038,139.6972592
窃盗,部品ねらい,赤羽,浮間交番,131172,東京都,北区,浮間１丁目,2022/7/1,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,北区浮間１丁目,35.7910055,139.7061186, 赤羽警察署 浮間交番,35.7898038,139.6972592
窃盗,部品ねらい,赤羽,浮間交番,131172,東京都,北区,浮間１丁目,2022/8/12,7,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,北区浮間１丁目,35.7910055,139.7061186, 赤羽警察署 浮間交番,35.7898038,139.6972592
窃盗,部品ねらい,赤羽,浮間交番,131172,東京都,北区,浮間２丁目,2022/5/17,22,道路上,その他,その他,北区浮間２丁目,35.7946482,139.6974139, 赤羽警察署 浮間交番,35.7898038,139.6972592
窃盗,部品ねらい,赤羽,浮間交番,131172,東京都,北区,浮間２丁目,2022/10/9,14,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,北区浮間２丁目,35.7946482,139.6974139, 赤羽警察署 浮間交番,35.7898038,139.6972592
窃盗,部品ねらい,赤羽,浮間交番,131172,東京都,北区,浮間２丁目,2022/11/8,17,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール,北区浮間２丁目,35.7946482,139.6974139, 赤羽警察署 浮間交番,35.7898038,139.6972592
窃盗,部品ねらい,赤羽,浮間交番,131172,東京都,北区,浮間３丁目,2022/2/17,20,駐車（輪）場,駐車（輪）場,その他,北区浮間３丁目,35.7862749,139.7020311, 赤羽警察署 浮間交番,35.7898038,139.6972592
窃盗,部品ねらい,赤羽,浮間交番,131172,東京都,北区,浮間３丁目,2022/3/9,16,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,北区浮間３丁目,35.7862749,139.7020311, 赤羽警察署 浮間交番,35.7898038,139.6972592
窃盗,部品ねらい,赤羽,西が丘交番,131172,東京都,北区,西が丘２丁目,2022/1/22,10,道路上,その他,ナンバープレート,北区西が丘２丁目,35.766243,139.713198, 赤羽警察署 西が丘交番,35.7707128,139.7107481
窃盗,部品ねらい,赤羽,赤羽北交番,131172,東京都,北区,赤羽北２丁目,2022/2/28,19,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,北区赤羽北２丁目,35.7852134,139.7073209, 赤羽警察署 赤羽北交番,35.7856645,139.7080241
窃盗,部品ねらい,赤羽,赤羽北交番,131172,東京都,北区,赤羽北３丁目,2022/4/22,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,北区赤羽北３丁目,35.7811962,139.705137, 赤羽警察署 赤羽北交番,35.7856645,139.7080241
窃盗,部品ねらい,赤羽,赤羽北交番,131172,東京都,北区,赤羽北３丁目,2022/5/31,9,その他,駐車（輪）場,ナンバープレート,北区赤羽北３丁目,35.7811962,139.705137, 赤羽警察署 赤羽北交番,35.7856645,139.7080241
窃盗,部品ねらい,赤羽,赤羽北交番,131172,東京都,北区,赤羽北３丁目,2022/8/14,12,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール,北区赤羽北３丁目,35.7811962,139.705137, 赤羽警察署 赤羽北交番,35.7856645,139.7080241
窃盗,部品ねらい,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽１丁目,2022/5/8,8,駐車（輪）場,駐車（輪）場,その他,北区赤羽１丁目,35.7806673,139.7206438, 赤羽警察署 赤羽駅前交番,35.778420499999996,139.72107649136842
窃盗,部品ねらい,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽１丁目,2022/6/28,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,北区赤羽１丁目,35.7806673,139.7206438, 赤羽警察署 赤羽駅前交番,35.778420499999996,139.72107649136842
窃盗,部品ねらい,赤羽,赤羽駅前交番,131172,東京都,北区,浮間２丁目,2022/9/12,12,その他,駐車（輪）場,その他,北区浮間２丁目,35.7946482,139.6974139, 赤羽警察署 赤羽駅前交番,35.778420499999996,139.72107649136842
窃盗,部品ねらい,板橋,中板橋交番,131199,東京都,板橋区,双葉町,2022/6/23,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート,板橋区双葉町,35.757975,139.698913, 板橋警察署 中板橋交番,35.755783,139.695797
窃盗,部品ねらい,板橋,富士見交番,131199,東京都,板橋区,富士見町,2022/2/12,12,その他の住宅（３階建て以下共同住宅等）,その他,その他,板橋区富士見町,35.7608452,139.6986944, 板橋警察署 富士見交番,35.7597925,139.6971563
窃盗,部品ねらい,板橋,富士見交番,131199,東京都,板橋区,富士見町,2022/7/28,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他,板橋区富士見町,35.7608452,139.6986944, 板橋警察署 富士見交番,35.7597925,139.6971563
窃盗,部品ねらい,板橋,常盤台交番,131199,東京都,板橋区,南常盤台１丁目,2022/7/2,14,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,板橋区南常盤台１丁目,35.7564343,139.6892233, 板橋警察署 常盤台交番,35.7585929,139.6900187
窃盗,部品ねらい,板橋,平尾交番,131199,東京都,板橋区,板橋１丁目,2022/7/21,8,駐車（輪）場,駐車（輪）場,その他,板橋区板橋１丁目,35.747128,139.718085, 板橋警察署 平尾交番,35.74906,139.7155152
窃盗,部品ねらい,板橋,東山町交番,131199,東京都,板橋区,東山町,2022/4/28,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他,板橋区東山町,35.75433,139.687013, 板橋警察署 東山町交番,35.7552757,139.6876379
窃盗,部品ねらい,板橋,板橋本町交番,131199,東京都,板橋区,仲宿,2022/5/14,17,その他,駐車（輪）場,ナンバープレート,板橋区仲宿,35.7553466,139.7098504, 板橋警察署 板橋本町交番,35.7592239,139.7077697
窃盗,部品ねらい,板橋,熊野町交番,131199,東京都,板橋区,熊野町,2022/8/25,16,４階建て以上共同住宅,駐車（輪）場,その他,板橋区熊野町,35.74297225,139.70669279109813, 板橋警察署 熊野町交番,,
窃盗,部品ねらい,板橋,熊野町交番,131199,東京都,板橋区,熊野町,2022/10/1,0,４階建て以上共同住宅,駐車（輪）場,その他,板橋区熊野町,35.74297225,139.70669279109813, 板橋警察署 熊野町交番,,
窃盗,部品ねらい,板橋,熊野町交番,131199,東京都,板橋区,中丸町,2022/9/24,22,４階建て以上共同住宅,駐車（輪）場,その他,板橋区中丸町,35.741503800000004,139.70416585995173, 板橋警察署 熊野町交番,,
窃盗,部品ねらい,板橋,熊野町交番,131199,東京都,板橋区,中丸町,2022/9/29,1,道路上,その他,その他,板橋区中丸町,35.741503800000004,139.70416585995173, 板橋警察署 熊野町交番,,
窃盗,部品ねらい,板橋,熊野町交番,131199,東京都,板橋区,中丸町,2022/10/5,19,４階建て以上共同住宅,駐車（輪）場,その他,板橋区中丸町,35.741503800000004,139.70416585995173, 板橋警察署 熊野町交番,,
窃盗,部品ねらい,板橋,熊野町交番,131199,東京都,板橋区,中丸町,2022/12/11,15,４階建て以上共同住宅,駐車（輪）場,その他,板橋区中丸町,35.741503800000004,139.70416585995173, 板橋警察署 熊野町交番,,
窃盗,部品ねらい,板橋,養育院前交番,131199,東京都,板橋区,栄町,2022/7/23,9,その他,駐車（輪）場,ナンバープレート,板橋区栄町,35.753072,139.702148, 板橋警察署 養育院前交番,35.7498544,139.7017064
窃盗,部品ねらい,板橋,養育院前交番,131199,東京都,板橋区,栄町,2022/7/27,18,その他,駐車（輪）場,ナンバープレート,板橋区栄町,35.753072,139.702148, 板橋警察署 養育院前交番,35.7498544,139.7017064
窃盗,部品ねらい,志村,坂上交番,131199,東京都,板橋区,志村３丁目,2022/3/15,20,４階建て以上共同住宅,駐車（輪）場,その他,板橋区志村３丁目,35.7772732,139.6848541, 志村警察署 坂上交番,35.7765479,139.694403
窃盗,部品ねらい,志村,坂下交番,131199,東京都,板橋区,舟渡２丁目,2022/4/22,17,一戸建住宅,駐車（輪）場,ナンバープレート,板橋区舟渡２丁目,35.7965056,139.6907318, 志村警察署 坂下交番,35.7878838,139.6847005
窃盗,部品ねらい,志村,坂下交番,131199,東京都,板橋区,舟渡３丁目,2022/9/6,11,４階建て以上共同住宅,駐車（輪）場,その他,板橋区舟渡３丁目,35.7957332,139.6827958, 志村警察署 坂下交番,35.7878838,139.6847005
窃盗,部品ねらい,志村,小豆沢交番,131199,東京都,板橋区,小豆沢３丁目,2022/8/26,10,道路上,その他,その他,板橋区小豆沢３丁目,35.778658,139.695487, 志村警察署 小豆沢交番,35.774503,139.701685
窃盗,部品ねらい,志村,西台交番,131199,東京都,板橋区,西台２丁目,2022/2/17,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他,板橋区西台２丁目,35.7787642,139.6692417, 志村警察署 西台交番,35.773857,139.6704014
窃盗,部品ねらい,志村,西台交番,131199,東京都,板橋区,西台２丁目,2022/4/30,20,４階建て以上共同住宅,その他,その他,板橋区西台２丁目,35.7787642,139.6692417, 志村警察署 西台交番,35.773857,139.6704014
窃盗,部品ねらい,志村,西台交番,131199,東京都,板橋区,西台４丁目,2022/5/12,21,４階建て以上共同住宅,その他,ナンバープレート,板橋区西台４丁目,35.7699551,139.6679871, 志村警察署 西台交番,35.773857,139.6704014
窃盗,部品ねらい,志村,西台交番,131199,東京都,板橋区,西台４丁目,2022/8/1,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート,板橋区西台４丁目,35.7699551,139.6679871, 志村警察署 西台交番,35.773857,139.6704014
窃盗,部品ねらい,練馬,中村橋交番,131202,東京都,練馬区,中村３丁目,2021/12/27,18,駐車（輪）場,駐車（輪）場,ナンバープレート,練馬区中村３丁目,35.7320757,139.6390267, 練馬警察署 中村橋交番,35.7362155,139.6381456
窃盗,部品ねらい,練馬,中村橋交番,131202,東京都,練馬区,中村北２丁目,2022/9/18,15,道路上,その他,その他,練馬区中村北２丁目,35.7357984,139.6432181, 練馬警察署 中村橋交番,35.7362155,139.6381456
窃盗,部品ねらい,練馬,富士見台駅前交番,131202,東京都,練馬区,貫井４丁目,2022/9/15,12,その他,駐車（輪）場,その他,練馬区貫井４丁目,35.7423367,139.629557, 練馬警察署 富士見台駅前交番,35.7360425,139.6301928
窃盗,部品ねらい,練馬,早宮交番,131202,東京都,練馬区,早宮２丁目,2022/1/10,15,４階建て以上共同住宅,駐車（輪）場,その他,練馬区早宮２丁目,35.755182,139.653767, 練馬警察署 早宮交番,35.7546102,139.6587257
窃盗,部品ねらい,練馬,早宮交番,131202,東京都,練馬区,早宮２丁目,2022/7/19,10,その他,駐車（輪）場,その他,練馬区早宮２丁目,35.755182,139.653767, 練馬警察署 早宮交番,35.7546102,139.6587257
窃盗,部品ねらい,練馬,早宮交番,131202,東京都,練馬区,早宮３丁目,2022/10/13,18,４階建て以上共同住宅,駐車（輪）場,その他,練馬区早宮３丁目,35.748396,139.652598, 練馬警察署 早宮交番,35.7546102,139.6587257
窃盗,部品ねらい,練馬,早宮交番,131202,東京都,練馬区,早宮３丁目,2022/11/15,18,一戸建住宅,駐車（輪）場,その他,練馬区早宮３丁目,35.748396,139.652598, 練馬警察署 早宮交番,35.7546102,139.6587257
窃盗,部品ねらい,練馬,春日町交番,131202,東京都,練馬区,春日町３丁目,2022/3/11,9,駐車（輪）場,駐車（輪）場,その他,練馬区春日町３丁目,35.7498926,139.6423919, 練馬警察署 春日町交番,35.7514052,139.6398269
窃盗,部品ねらい,練馬,氷川台駐在所,131202,東京都,練馬区,氷川台２丁目,2022/9/6,20,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール,練馬区氷川台２丁目,35.7565363,139.6686128, 練馬警察署 氷川台駐在所,35.754143,139.669022
窃盗,部品ねらい,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉中２丁目,2022/8/21,22,道路上,その他,その他,練馬区豊玉中２丁目,35.731217,139.658939, 練馬警察署 氷川神社前交番,35.7292648,139.6564385
窃盗,部品ねらい,練馬,羽沢交番,131202,東京都,練馬区,羽沢２丁目,2022/11/6,18,４階建て以上共同住宅,駐車（輪）場,その他,練馬区羽沢２丁目,35.7450148,139.670857, 練馬警察署 羽沢交番,35.741872,139.6694681
窃盗,部品ねらい,石神井,上石神井駅前交番,131202,東京都,練馬区,上石神井３丁目,2022/7/26,18,駐車（輪）場,駐車（輪）場,その他,練馬区上石神井３丁目,35.7324474,139.5952185, 石神井警察署 上石神井駅前交番,35.7264574,139.5913452
窃盗,部品ねらい,石神井,北大泉交番,131202,東京都,練馬区,大泉町１丁目,2022/12/15,18,駐車（輪）場,駐車（輪）場,ナンバープレート,練馬区大泉町１丁目,35.7673437,139.6067142, 石神井警察署 北大泉交番,35.7629012,139.5997741
窃盗,部品ねらい,石神井,北大泉交番,131202,東京都,練馬区,大泉町４丁目,2022/2/5,5,道路上,その他,その他,練馬区大泉町４丁目,35.762658,139.596894, 石神井警察署 北大泉交番,35.7629012,139.5997741
窃盗,部品ねらい,石神井,北大泉交番,131202,東京都,練馬区,大泉町５丁目,2022/1/26,20,駐車（輪）場,駐車（輪）場,ナンバープレート,練馬区大泉町５丁目,35.7598446,139.5952534, 石神井警察署 北大泉交番,35.7629012,139.5997741
窃盗,部品ねらい,石神井,南大泉交番,131202,東京都,練馬区,西大泉１丁目,2022/3/17,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他,練馬区西大泉１丁目,35.7538774,139.5776355, 石神井警察署 南大泉交番,35.7441646,139.5725476
窃盗,部品ねらい,石神井,南大泉交番,131202,東京都,練馬区,南大泉３丁目,2022/9/15,11,駐車（輪）場,駐車（輪）場,その他,練馬区南大泉３丁目,35.7436901,139.5703907, 石神井警察署 南大泉交番,35.7441646,139.5725476
窃盗,部品ねらい,石神井,南大泉交番,131202,東京都,練馬区,南大泉４丁目,2022/6/26,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他,練馬区南大泉４丁目,35.7463719,139.5740124, 石神井警察署 南大泉交番,35.7441646,139.5725476
窃盗,部品ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町４丁目,2022/12/24,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他,練馬区大泉学園町４丁目,35.765984,139.590857, 石神井警察署 大泉学園交番,35.7679361,139.587336
窃盗,部品ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町７丁目,2022/10/27,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート,練馬区大泉学園町７丁目,35.772928,139.588904, 石神井警察署 大泉学園交番,35.7679361,139.587336
