罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品
窃盗,部品ねらい,石神井,武蔵関駅前交番,131202,東京都,練馬区,関町北２丁目,2020-06-10,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,石神井,武蔵関駅前交番,131202,東京都,練馬区,関町北５丁目,2020-07-02,23,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,石神井,上石神井駅前交番,131202,東京都,練馬区,上石神井南町,2020-02-14,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町５丁目,2018-08-21,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,石神井,北大泉交番,131202,東京都,練馬区,大泉町２丁目,2020-06-01,20,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,石神井,北大泉交番,131202,東京都,練馬区,大泉町３丁目,2020-02-13,19,その他の住宅（３階建て以下共同住宅等）,その他,ナンバープレート
窃盗,部品ねらい,石神井,北大泉交番,131202,東京都,練馬区,大泉町３丁目,2020-05-31,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,石神井,北大泉交番,131202,東京都,練馬区,大泉町６丁目,2020-08-30,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,石神井,西大泉交番,131202,東京都,練馬区,西大泉５丁目,2020-02-26,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,石神井,富士街道交番,131202,東京都,練馬区,石神井台６丁目,2020-12-02,15,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,石神井,武蔵関駐在所,131202,東京都,練馬区,関町北３丁目,2020-11-21,16,その他,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平２丁目,2020-04-21,23,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平２丁目,2020-06-01,15,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平２丁目,2020-08-23,15,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平７丁目,2020-06-03,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平７丁目,2020-09-10,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平７丁目,2020-10-20,18,道路上,その他,ナンバープレート
窃盗,部品ねらい,高島平,西台駅前交番,131199,東京都,板橋区,新河岸１丁目,2020-05-14,07,道路上,その他,その他
窃盗,部品ねらい,高島平,西台駅前交番,131199,東京都,板橋区,高島平１丁目,2020-10-20,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高島平,笹目橋交番,131199,東京都,板橋区,高島平４丁目,2020-03-12,08,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,高島平,笹目橋交番,131199,東京都,板橋区,三園１丁目,2020-05-16,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高島平,笹目橋交番,131199,東京都,板橋区,三園２丁目,2020-09-04,09,その他,駐車（輪）場,その他
窃盗,部品ねらい,高島平,北野交番,131199,東京都,板橋区,徳丸２丁目,2020-02-03,16,その他,駐車（輪）場,その他
窃盗,部品ねらい,高島平,北野交番,131199,東京都,板橋区,徳丸６丁目,2020-05-25,21,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高島平,下赤塚交番,131199,東京都,板橋区,赤塚１丁目,2020-01-05,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,高島平,成増駅前交番,131199,東京都,板橋区,成増１丁目,2020-12-05,18,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高島平,成増駅前交番,131199,東京都,板橋区,成増２丁目,2016-02-01,不明,その他の住宅（３階建て以下共同住宅等）,その他,ナンバープレート
窃盗,部品ねらい,高島平,上赤塚交番,131199,東京都,板橋区,成増５丁目,2020-11-29,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高島平,松月院前交番,131199,東京都,板橋区,赤塚５丁目,2020-10-07,18,道路上,その他,その他
窃盗,部品ねらい,高島平,松月院前交番,131199,東京都,板橋区,赤塚８丁目,2020-02-22,05,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高島平,松月院前交番,131199,東京都,板橋区,四葉２丁目,2020-02-02,07,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高島平,松月院前交番,131199,東京都,板橋区,四葉２丁目,2020-03-23,09,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,光が丘,北町交番,131202,東京都,練馬区,北町１丁目,2020-07-10,08,道路上,その他,その他
窃盗,部品ねらい,光が丘,北町交番,131202,東京都,練馬区,北町２丁目,2020-10-17,09,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,北町交番,131202,東京都,練馬区,錦１丁目,2020-10-07,19,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,田柄交番,131202,東京都,練馬区,光が丘４丁目,2020-06-17,17,その他,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,高松３丁目,2020-06-05,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,高松５丁目,2019-06-23,06,道路上,その他,ナンバープレート
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘２丁目,2020-03-16,14,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘３丁目,2020-01-23,13,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘３丁目,2020-02-09,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘３丁目,2020-02-17,21,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘３丁目,2020-04-30,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘３丁目,2020-09-30,11,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘３丁目,2020-11-15,11,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘５丁目,2020-11-20,10,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘７丁目,2020-07-11,16,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,光が丘,練馬高野台駅前交番,131202,東京都,練馬区,南田中１丁目,2020-03-16,14,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,練馬高野台駅前交番,131202,東京都,練馬区,南田中３丁目,2016-12-24,18,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,光が丘,練馬高野台駅前交番,131202,東京都,練馬区,南田中３丁目,2020-05-01,15,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,光が丘,練馬高野台駅前交番,131202,東京都,練馬区,南田中３丁目,2020-05-05,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,光が丘,練馬高野台駅前交番,131202,東京都,練馬区,南田中４丁目,2020-12-07,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,谷原交番,131202,東京都,練馬区,高野台５丁目,2020-11-19,13,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,谷原交番,131202,東京都,練馬区,富士見台４丁目,2020-09-17,19,道路上,その他,ナンバープレート
窃盗,部品ねらい,光が丘,谷原交番,131202,東京都,練馬区,谷原２丁目,2020-03-01,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,光が丘,土支田交番,131202,東京都,練馬区,旭町１丁目,2020-07-05,14,一戸建住宅,その他,その他
窃盗,部品ねらい,光が丘,土支田交番,131202,東京都,練馬区,高松６丁目,2020-05-20,07,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,土支田交番,131202,東京都,練馬区,土支田２丁目,2020-09-23,07,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,光が丘,土支田交番,131202,東京都,練馬区,土支田３丁目,2020-12-17,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,光が丘,土支田交番,131202,東京都,練馬区,土支田４丁目,2020-11-10,12,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,光が丘,土支田交番,131202,東京都,練馬区,光が丘６丁目,2020-02-09,12,その他,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,三原台交番,131202,東京都,練馬区,土支田３丁目,2020-10-24,09,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,三原台交番,131202,東京都,練馬区,土支田３丁目,2020-10-25,00,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,上野,稲荷町交番,131067,東京都,台東区,東上野５丁目,2020-03-06,15,道路上,その他,タイヤ・ホイール
窃盗,部品ねらい,上野,黒門交番,131067,東京都,台東区,上野３丁目,2020-01-05,16,道路上,その他,その他
窃盗,部品ねらい,上野,上野駅交番,131067,東京都,台東区,上野７丁目,2020-10-25,13,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,浅草,日本堤交番,131067,東京都,台東区,日本堤１丁目,2020-11-04,19,道路上,その他,その他
窃盗,部品ねらい,浅草,日本堤交番,131067,東京都,台東区,日本堤２丁目,2020-06-03,20,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,浅草,日本堤交番,131067,東京都,台東区,橋場２丁目,2020-01-06,08,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,浅草,日本堤交番,131067,東京都,台東区,橋場２丁目,2020-05-31,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,浅草,東浅草交番,131067,東京都,台東区,浅草５丁目,2020-03-01,10,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,浅草,東浅草交番,131067,東京都,台東区,東浅草１丁目,2020-04-17,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,浅草,西浅草三丁目交番,131067,東京都,台東区,浅草３丁目,2020-07-11,23,道路上,その他,その他
窃盗,部品ねらい,浅草,西浅草三丁目交番,131067,東京都,台東区,千束２丁目,2019-12-24,13,一戸建住宅,その他,ナンバープレート
窃盗,部品ねらい,浅草,花川戸交番,131067,東京都,台東区,花川戸１丁目,2020-10-22,12,道路上,その他,その他
窃盗,部品ねらい,浅草,聖天町交番,131067,東京都,台東区,今戸１丁目,2020-10-27,21,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,蔵前,田原町交番,131067,東京都,台東区,西浅草２丁目,2019-12-21,00,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,蔵前,菊屋橋交番,131067,東京都,台東区,松が谷１丁目,2020-05-15,17,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,蔵前,小島二丁目交番,131067,東京都,台東区,小島２丁目,2020-07-05,11,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,蔵前,蔵前二丁目交番,131067,東京都,台東区,蔵前２丁目,2020-08-17,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,蔵前,蔵前二丁目交番,131067,東京都,台東区,蔵前４丁目,2020-09-11,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,蔵前,須賀橋交番,131067,東京都,台東区,浅草橋２丁目,2020-09-26,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,尾久,尾竹橋交番,131181,東京都,荒川区,町屋５丁目,2020-01-22,15,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,尾久,尾竹橋交番,131181,東京都,荒川区,町屋５丁目,2020-02-16,07,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,尾久,尾竹橋交番,131181,東京都,荒川区,町屋６丁目,2020-02-14,19,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
